EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1354096,35,No,Travel_Rarely,144,Maternity,22,3,Life Sciences,1,4,Male,46,1,1,Nurse,3,Single,4230.0,19225,0,Y,No,15,3,3,80,0,6.0,2,3,5.0,4.0,4.0,3.0
1667303,54,No,Travel_Rarely,548,Maternity,8,4,Life Sciences,1,3,Female,42,3,2,Nurse,3,Single,3780.0,23428,7,Y,No,11,3,3,80,0,19.0,3,3,1.0,0.0,0.0,0.0
1095688,34,No,Travel_Rarely,1303,Maternity,2,4,Life Sciences,1,4,Male,62,2,1,Other,3,Divorced,2768.0,8416,3,Y,No,12,3,3,80,1,14.0,3,3,7.0,3.0,5.0,7.0
1725110,31,No,Travel_Rarely,1274,Maternity,9,1,Life Sciences,1,3,Male,33,3,3,Therapist,2,Divorced,10648.0,14394,1,Y,No,25,4,4,80,1,13.0,6,4,13.0,8.0,0.0,8.0
1563027,33,Yes,Travel_Rarely,1277,Neurology,15,1,Medical,1,2,Male,56,3,3,Other,3,Married,13610.0,24619,7,Y,Yes,12,3,4,80,0,15.0,2,4,7.0,6.0,7.0,7.0
1173414,33,No,Travel_Rarely,587,Maternity,10,1,Medical,1,1,Male,38,1,1,Nurse,4,Divorced,3408.0,6705,7,Y,No,13,3,1,80,3,8.0,2,3,4.0,3.0,1.0,3.0
1188476,30,No,Travel_Rarely,413,Cardiology,7,1,Marketing,1,4,Male,57,3,1,Other,2,Single,2983.0,18398,0,Y,No,14,3,1,80,0,4.0,3,3,3.0,2.0,1.0,2.0
1204541,35,No,Travel_Rarely,1276,Maternity,16,3,Life Sciences,1,4,Male,72,3,3,Nurse,3,Married,7632.0,14295,4,Y,Yes,12,3,3,80,0,10.0,2,3,8.0,7.0,0.0,0.0
1736866,31,Yes,Travel_Frequently,534,Maternity,20,3,Life Sciences,1,1,Male,66,3,3,Nurse,3,Married,9824.0,22908,3,Y,No,12,3,1,80,0,12.0,2,3,1.0,0.0,0.0,0.0
1776529,34,Yes,Travel_Frequently,988,Neurology,23,3,Human Resources,1,2,Female,43,3,3,Other,1,Divorced,9950.0,11533,9,Y,Yes,15,3,3,80,3,11.0,2,3,3.0,2.0,0.0,2.0
1489398,42,No,Travel_Frequently,1474,Maternity,5,2,Other,1,2,Male,97,3,1,Nurse,3,Married,2093.0,9260,4,Y,No,17,3,4,80,1,8.0,4,3,2.0,2.0,2.0,0.0
1673608,36,No,Non-Travel,635,Cardiology,10,4,Medical,1,2,Male,32,3,3,Nurse,4,Single,9980.0,15318,1,Y,No,14,3,4,80,0,10.0,3,2,10.0,3.0,1.0,7.0
1107497,22,No,Travel_Frequently,1368,Maternity,4,1,Technical Degree,1,3,Male,99,2,1,Nurse,3,Single,3894.0,9129,5,Y,No,16,3,3,80,0,4.0,3,3,2.0,2.0,1.0,2.0
1096432,48,No,Travel_Rarely,163,Cardiology,2,5,Marketing,1,2,Female,37,3,2,Nurse,4,Married,4051.0,19658,2,Y,No,14,3,1,80,1,14.0,2,3,9.0,7.0,6.0,7.0
1045162,55,No,Travel_Rarely,1117,Cardiology,18,5,Life Sciences,1,1,Female,83,3,4,Administrative,2,Single,4899.0,9873,3,Y,No,23,4,4,80,0,10.0,2,3,10.0,9.0,7.0,7.0
1756239,41,No,Non-Travel,267,Cardiology,10,2,Life Sciences,1,4,Male,56,3,2,Nurse,4,Single,6230.0,13430,7,Y,No,14,3,4,80,0,16.0,3,3,14.0,3.0,1.0,10.0
1372229,35,No,Travel_Rarely,619,Cardiology,1,3,Marketing,1,2,Male,85,3,2,Nurse,3,Married,4717.0,18659,9,Y,No,11,3,3,80,0,15.0,2,3,11.0,9.0,6.0,9.0
1413753,40,No,Travel_Rarely,302,Neurology,6,3,Life Sciences,1,2,Female,75,3,4,Therapist,3,Single,13237.0,20364,7,Y,No,15,3,3,80,0,22.0,3,3,20.0,6.0,5.0,13.0
1394294,39,No,Travel_Frequently,443,Maternity,8,1,Life Sciences,1,3,Female,48,3,1,Nurse,3,Married,3755.0,17872,1,Y,No,11,3,1,80,1,8.0,3,3,8.0,3.0,0.0,7.0
1233772,31,No,Travel_Rarely,828,Cardiology,2,1,Life Sciences,1,2,Male,77,3,2,Nurse,4,Single,6582.0,8346,4,Y,Yes,13,3,3,80,0,10.0,2,4,6.0,5.0,0.0,5.0
1882668,42,No,Travel_Rarely,319,Maternity,24,3,Medical,1,4,Male,56,3,3,Therapist,1,Married,7406.0,6950,1,Y,Yes,21,4,4,80,1,10.0,5,2,10.0,9.0,5.0,8.0
1218847,45,No,Travel_Rarely,561,Cardiology,2,3,Other,1,4,Male,61,3,2,Nurse,2,Married,4805.0,16177,0,Y,No,19,3,2,80,1,9.0,3,4,8.0,7.0,3.0,7.0
1636995,26,Yes,Travel_Frequently,426,Neurology,17,4,Life Sciences,1,2,Female,58,3,1,Other,3,Divorced,2741.0,22808,0,Y,Yes,11,3,2,80,1,8.0,2,2,7.0,7.0,1.0,0.0
1780761,29,No,Travel_Rarely,232,Maternity,19,3,Technical Degree,1,4,Male,34,3,2,Therapist,4,Divorced,4262.0,22645,4,Y,No,12,3,2,80,2,8.0,2,4,3.0,2.0,1.0,2.0
1375351,33,No,Travel_Rarely,922,Maternity,1,5,Medical,1,1,Female,95,4,4,Administrative,3,Divorced,16184.0,22578,4,Y,No,19,3,3,80,1,10.0,2,3,6.0,1.0,0.0,5.0
1670281,31,No,Travel_Rarely,688,Cardiology,7,3,Life Sciences,1,3,Male,44,2,3,Administrative,4,Divorced,11557.0,25291,9,Y,No,21,4,3,80,1,10.0,3,2,5.0,4.0,0.0,1.0
1138891,18,Yes,Travel_Frequently,1306,Cardiology,5,3,Marketing,1,2,Male,69,3,1,Other,2,Single,1878.0,8059,1,Y,Yes,14,3,4,80,0,0.0,3,3,0.0,0.0,0.0,0.0
1755403,40,No,Non-Travel,1094,Cardiology,28,3,Other,1,3,Male,58,1,3,Nurse,1,Divorced,10932.0,11373,3,Y,No,15,3,3,80,1,20.0,2,3,1.0,0.0,0.0,1.0
1566630,41,No,Non-Travel,509,Maternity,2,4,Other,1,1,Female,62,2,2,Nurse,3,Single,6811.0,2112,2,Y,Yes,17,3,1,80,0,10.0,3,3,8.0,7.0,0.0,7.0
1777635,26,No,Travel_Rarely,775,Cardiology,29,2,Medical,1,1,Male,45,3,2,Nurse,3,Divorced,4306.0,4267,5,Y,No,12,3,1,80,2,8.0,5,3,0.0,0.0,0.0,0.0
1427912,35,No,Travel_Rarely,195,Cardiology,1,3,Medical,1,1,Female,80,3,2,Nurse,3,Single,4859.0,6698,1,Y,No,16,3,4,80,0,5.0,3,3,5.0,4.0,0.0,3.0
1884554,34,No,Travel_Rarely,258,Cardiology,21,4,Life Sciences,1,4,Male,74,4,2,Nurse,4,Single,5337.0,19921,1,Y,No,12,3,4,80,0,10.0,3,3,10.0,7.0,5.0,7.0
1335605,26,Yes,Travel_Rarely,471,Maternity,24,3,Technical Degree,1,3,Male,66,1,1,Nurse,4,Single,2340.0,23213,1,Y,Yes,18,3,2,80,0,1.0,3,1,1.0,0.0,0.0,0.0
1361476,37,No,Travel_Rarely,799,Neurology,1,3,Technical Degree,1,2,Female,59,3,3,Therapist,4,Single,7491.0,23848,4,Y,No,17,3,4,80,0,12.0,3,4,6.0,5.0,1.0,2.0
1057253,46,No,Travel_Frequently,1034,Maternity,18,1,Medical,1,1,Female,86,3,3,Nurse,3,Married,10527.0,8984,5,Y,No,11,3,4,80,0,28.0,3,2,2.0,2.0,1.0,2.0
1617735,41,No,Travel_Rarely,1276,Cardiology,2,5,Life Sciences,1,2,Female,91,3,4,Administrative,1,Married,4899.0,5626,7,Y,No,16,3,2,80,1,22.0,2,3,18.0,3.0,1.0,8.0
1037353,37,No,Non-Travel,142,Cardiology,9,4,Medical,1,1,Male,69,3,3,Nurse,2,Divorced,8834.0,24666,1,Y,No,13,3,4,80,1,9.0,6,3,9.0,5.0,7.0,7.0
1455020,52,No,Travel_Rarely,956,Maternity,6,2,Technical Degree,1,4,Male,78,3,2,Other,1,Divorced,5577.0,22087,3,Y,Yes,12,3,2,80,2,18.0,3,3,10.0,9.0,6.0,9.0
1689256,32,No,Non-Travel,1474,Cardiology,11,4,Other,1,4,Male,60,4,2,Nurse,3,Married,4707.0,23914,8,Y,No,12,3,4,80,0,6.0,2,3,4.0,2.0,1.0,2.0
1793245,24,No,Travel_Frequently,535,Cardiology,24,3,Medical,1,4,Male,38,3,1,Other,4,Married,2400.0,5530,0,Y,No,13,3,3,80,2,3.0,3,3,2.0,2.0,2.0,1.0
1267131,38,No,Travel_Rarely,1495,Maternity,10,3,Medical,1,3,Female,76,3,2,Nurse,3,Married,9824.0,22174,3,Y,No,19,3,3,80,1,18.0,4,3,1.0,0.0,0.0,0.0
1105684,37,No,Travel_Rarely,446,Neurology,1,4,Life Sciences,1,2,Female,65,3,2,Therapist,2,Married,6447.0,15701,6,Y,No,12,3,2,80,1,8.0,2,2,6.0,5.0,4.0,3.0
1206385,49,No,Travel_Rarely,1245,Maternity,18,4,Life Sciences,1,4,Male,58,2,5,Administrative,3,Divorced,4899.0,2125,1,Y,Yes,17,3,3,80,1,10.0,5,3,5.0,9.0,0.0,9.0
1487282,24,No,Travel_Rarely,691,Maternity,23,3,Medical,1,2,Male,89,4,1,Other,4,Married,2725.0,21630,1,Y,Yes,11,3,2,80,2,6.0,3,3,6.0,5.0,1.0,4.0
1295289,26,No,Travel_Rarely,703,Cardiology,28,2,Marketing,1,1,Male,66,3,2,Nurse,2,Married,6272.0,7428,1,Y,No,20,4,4,80,2,6.0,5,4,5.0,3.0,1.0,4.0
1875209,24,No,Travel_Rarely,823,Maternity,17,2,Other,1,4,Male,94,2,1,Nurse,2,Married,2127.0,9100,1,Y,No,21,4,4,80,1,1.0,2,3,1.0,0.0,0.0,0.0
1079394,50,No,Travel_Frequently,1246,Neurology,3,3,Medical,1,1,Male,99,3,5,Administrative,2,Married,4899.0,7999,1,Y,No,11,3,3,80,1,10.0,2,3,5.0,5.0,1.0,7.0
1353559,25,No,Travel_Rarely,622,Cardiology,13,1,Medical,1,2,Male,40,3,1,Other,3,Married,2096.0,26376,1,Y,No,11,3,3,80,0,7.0,1,3,7.0,4.0,0.0,6.0
1119549,24,Yes,Travel_Frequently,1287,Maternity,7,3,Life Sciences,1,1,Female,55,3,1,Nurse,3,Married,2886.0,14168,1,Y,Yes,16,3,4,80,1,6.0,4,3,6.0,3.0,1.0,2.0
1209208,30,Yes,Travel_Frequently,448,Cardiology,12,4,Life Sciences,1,2,Male,74,2,1,Other,1,Married,2033.0,14470,1,Y,No,18,3,3,80,1,1.0,2,4,1.0,0.0,0.0,0.0
1228187,34,No,Travel_Rarely,254,Maternity,1,2,Life Sciences,1,2,Male,83,2,1,Other,4,Married,3622.0,22794,1,Y,Yes,13,3,4,80,1,6.0,3,3,6.0,5.0,1.0,3.0
1090528,31,No,Travel_Rarely,1365,Cardiology,13,4,Medical,1,2,Male,46,3,2,Nurse,1,Divorced,4233.0,11512,2,Y,No,17,3,3,80,0,9.0,2,1,3.0,1.0,1.0,2.0
1665575,35,No,Travel_Rarely,538,Maternity,25,2,Other,1,1,Male,54,2,2,Nurse,4,Single,3681.0,14004,4,Y,No,14,3,4,80,0,9.0,3,3,3.0,2.0,0.0,2.0
1761086,31,No,Travel_Rarely,525,Cardiology,6,4,Medical,1,1,Male,66,4,2,Nurse,4,Divorced,5460.0,6219,4,Y,No,22,4,4,80,2,13.0,4,4,7.0,7.0,5.0,7.0
1591129,27,No,Travel_Rarely,798,Maternity,6,4,Medical,1,1,Female,66,2,1,Other,3,Divorced,2187.0,5013,0,Y,No,12,3,3,80,2,6.0,5,2,5.0,3.0,0.0,3.0
1518444,37,No,Travel_Rarely,558,Cardiology,2,3,Marketing,1,4,Male,75,3,2,Nurse,3,Married,9602.0,3010,4,Y,Yes,11,3,3,80,1,17.0,3,2,3.0,0.0,1.0,0.0
1814200,42,No,Travel_Rarely,622,Maternity,2,4,Life Sciences,1,3,Female,81,3,2,Nurse,4,Married,4089.0,5718,1,Y,No,13,3,2,80,2,10.0,4,3,10.0,2.0,2.0,2.0
1669153,43,No,Travel_Rarely,782,Maternity,6,4,Other,1,2,Male,50,2,4,Administrative,4,Divorced,4899.0,2671,4,Y,Yes,14,3,3,80,1,21.0,3,2,1.0,0.0,0.0,0.0
1668455,38,No,Travel_Rarely,362,Maternity,1,1,Life Sciences,1,3,Female,43,3,1,Other,1,Single,2619.0,14561,3,Y,No,17,3,4,80,0,8.0,3,2,0.0,0.0,0.0,0.0
1251852,43,No,Travel_Frequently,1001,Maternity,9,5,Medical,1,4,Male,72,3,2,Nurse,3,Divorced,5679.0,19627,3,Y,Yes,13,3,2,80,1,10.0,3,3,8.0,7.0,4.0,7.0
1589946,48,No,Travel_Rarely,1236,Neurology,1,4,Life Sciences,1,4,Female,40,2,4,Other,1,Married,15402.0,17997,7,Y,No,11,3,1,80,1,21.0,3,1,3.0,2.0,0.0,2.0
1580530,44,No,Travel_Rarely,1112,Neurology,1,4,Life Sciences,1,1,Female,50,2,2,Other,3,Single,5985.0,26894,4,Y,No,11,3,2,80,0,10.0,1,4,2.0,2.0,0.0,2.0
1718961,34,No,Travel_Rarely,204,Cardiology,14,3,Technical Degree,1,3,Female,31,3,1,Other,3,Divorced,2579.0,2912,1,Y,Yes,18,3,4,80,2,8.0,3,3,8.0,2.0,0.0,6.0
1792606,27,No,Travel_Rarely,1420,Cardiology,2,1,Marketing,1,3,Male,85,3,1,Other,1,Divorced,3041.0,16346,0,Y,No,11,3,2,80,1,5.0,3,3,4.0,3.0,0.0,2.0
1147261,21,No,Travel_Rarely,1343,Cardiology,22,1,Technical Degree,1,3,Male,49,3,1,Other,3,Single,3447.0,24444,1,Y,No,11,3,3,80,0,3.0,2,3,3.0,2.0,1.0,2.0
1434704,44,No,Travel_Rarely,1315,Neurology,3,4,Other,1,4,Male,35,3,5,Other,4,Married,4899.0,9358,4,Y,Yes,12,3,1,80,1,26.0,2,4,2.0,2.0,0.0,1.0
1794793,22,No,Travel_Rarely,604,Maternity,6,1,Medical,1,1,Male,69,3,1,Other,3,Married,2773.0,12145,0,Y,No,20,4,4,80,0,3.0,3,3,2.0,2.0,2.0,2.0
1034561,33,No,Travel_Rarely,1216,Cardiology,8,4,Marketing,1,3,Male,39,3,2,Nurse,3,Divorced,7104.0,20431,0,Y,No,12,3,4,80,0,6.0,3,3,5.0,0.0,1.0,2.0
1745732,32,No,Travel_Rarely,646,Maternity,9,4,Life Sciences,1,1,Female,92,3,2,Other,4,Married,6322.0,18089,1,Y,Yes,12,3,4,80,1,6.0,2,2,6.0,4.0,0.0,5.0
1477313,30,No,Travel_Frequently,160,Maternity,3,3,Medical,1,3,Female,71,3,1,Other,3,Divorced,2083.0,22653,1,Y,No,20,4,3,80,1,1.0,2,3,1.0,0.0,0.0,0.0
1624205,53,No,Travel_Rarely,238,Cardiology,1,1,Medical,1,4,Female,34,3,2,Nurse,1,Single,8381.0,7507,7,Y,No,20,4,4,80,0,18.0,2,4,14.0,7.0,1.0,10.0
1641585,34,No,Travel_Rarely,1397,Maternity,1,5,Life Sciences,1,2,Male,42,3,1,Other,4,Married,2691.0,7660,1,Y,No,12,3,4,80,1,10.0,4,2,10.0,9.0,1.0,8.0
1080875,45,Yes,Travel_Frequently,306,Cardiology,26,4,Life Sciences,1,1,Female,100,3,2,Nurse,1,Married,4286.0,5630,2,Y,No,14,3,4,80,2,5.0,4,3,1.0,1.0,0.0,0.0
1551597,26,No,Travel_Rarely,991,Maternity,6,3,Life Sciences,1,3,Female,71,3,1,Nurse,4,Married,2659.0,17759,1,Y,Yes,13,3,3,80,1,3.0,2,3,3.0,2.0,0.0,2.0
1498477,37,No,Travel_Rarely,482,Neurology,3,3,Other,1,3,Male,36,3,3,Therapist,3,Married,9434.0,9606,1,Y,No,15,3,3,80,1,10.0,2,3,10.0,7.0,7.0,8.0
1507332,29,No,Travel_Rarely,1176,Cardiology,3,2,Medical,1,2,Female,62,3,2,Nurse,3,Married,5561.0,3487,1,Y,No,14,3,1,80,1,6.0,5,2,6.0,0.0,1.0,2.0
1398672,35,No,Travel_Rarely,1017,Maternity,6,4,Life Sciences,1,2,Male,82,1,2,Other,4,Single,6646.0,19368,1,Y,No,13,3,2,80,0,17.0,3,3,17.0,11.0,1.0,8.0
1179356,33,No,Travel_Frequently,1296,Maternity,6,3,Life Sciences,1,3,Male,30,3,2,Nurse,4,Divorced,7725.0,5335,3,Y,No,23,4,3,80,1,15.0,2,1,13.0,11.0,4.0,7.0
1414067,54,No,Travel_Rarely,397,Neurology,19,4,Medical,1,3,Male,88,3,3,Other,2,Married,10725.0,6729,2,Y,No,15,3,3,80,1,16.0,1,4,9.0,7.0,7.0,1.0
1285109,36,No,Travel_Rarely,913,Maternity,9,2,Medical,1,2,Male,48,2,2,Therapist,2,Divorced,8847.0,13934,2,Y,Yes,11,3,3,80,1,13.0,2,3,3.0,2.0,0.0,2.0
1699009,27,No,Travel_Rarely,1115,Maternity,3,4,Medical,1,1,Male,54,2,1,Other,4,Single,2045.0,15174,0,Y,No,13,3,4,80,0,5.0,0,3,4.0,2.0,1.0,1.0
1547538,20,Yes,Travel_Rarely,1362,Maternity,10,1,Medical,1,4,Male,32,3,1,Other,3,Single,1009.0,26999,1,Y,Yes,11,3,4,80,0,1.0,5,3,1.0,0.0,1.0,1.0
1712154,33,Yes,Travel_Frequently,1076,Maternity,3,3,Life Sciences,1,1,Male,70,3,1,Other,1,Single,3348.0,3164,1,Y,Yes,11,3,1,80,0,10.0,3,3,10.0,8.0,1.0,7.0
1715015,35,No,Non-Travel,727,Maternity,3,3,Life Sciences,1,3,Male,41,2,1,Nurse,3,Married,1281.0,16900,1,Y,No,18,3,3,80,2,1.0,3,3,1.0,0.0,0.0,0.0
1344006,23,No,Travel_Rarely,885,Maternity,4,3,Medical,1,1,Male,58,4,1,Other,1,Married,2819.0,8544,2,Y,No,16,3,1,80,1,5.0,3,4,3.0,2.0,0.0,2.0
1136352,25,No,Travel_Rarely,810,Cardiology,8,3,Life Sciences,1,4,Male,57,4,2,Nurse,2,Married,4851.0,15678,0,Y,No,22,4,3,80,1,4.0,4,3,3.0,2.0,1.0,2.0
1767421,38,No,Travel_Rarely,243,Cardiology,7,4,Marketing,1,4,Female,46,2,2,Nurse,4,Single,4028.0,7791,0,Y,No,20,4,1,80,0,8.0,2,3,7.0,7.0,0.0,5.0
1196090,29,No,Travel_Frequently,806,Maternity,1,4,Life Sciences,1,2,Male,76,1,1,Other,4,Divorced,2720.0,18959,1,Y,No,18,3,4,80,1,10.0,5,3,10.0,7.0,2.0,8.0
1202761,48,No,Travel_Rarely,817,Cardiology,2,1,Marketing,1,2,Male,56,4,2,Nurse,2,Married,8120.0,18597,3,Y,No,12,3,4,80,0,12.0,3,3,2.0,2.0,2.0,2.0
1288214,27,No,Travel_Frequently,1410,Cardiology,3,1,Medical,1,4,Female,71,4,2,Nurse,4,Divorced,4647.0,16673,1,Y,Yes,20,4,2,80,2,6.0,3,3,6.0,5.0,0.0,4.0
1510616,37,No,Travel_Rarely,1225,Maternity,10,2,Life Sciences,1,4,Male,80,4,1,Other,4,Single,4680.0,15232,3,Y,No,17,3,1,80,0,4.0,2,3,1.0,0.0,0.0,0.0
1824855,50,No,Travel_Rarely,1207,Maternity,28,1,Medical,1,4,Male,74,4,1,Nurse,3,Married,3221.0,3297,1,Y,Yes,11,3,3,80,3,20.0,3,3,20.0,8.0,3.0,8.0
1700617,34,No,Travel_Rarely,1442,Maternity,9,3,Medical,1,4,Female,46,2,3,Nurse,2,Single,8621.0,17654,1,Y,No,14,3,2,80,0,9.0,3,4,8.0,7.0,7.0,7.0
1589131,24,No,Travel_Rarely,693,Cardiology,3,2,Life Sciences,1,1,Female,65,3,2,Nurse,3,Single,4577.0,24785,9,Y,No,14,3,1,80,0,4.0,3,3,2.0,2.0,2.0,0.0
1634766,39,No,Travel_Rarely,408,Maternity,2,4,Technical Degree,1,4,Female,80,2,2,Nurse,3,Single,4553.0,20978,1,Y,No,11,3,1,80,0,20.0,4,3,20.0,7.0,1.0,10.0
1248364,32,No,Travel_Rarely,929,Cardiology,10,3,Marketing,1,4,Male,55,3,2,Nurse,4,Single,5396.0,21703,1,Y,No,12,3,4,80,0,10.0,2,2,10.0,7.0,0.0,8.0
1844102,50,No,Travel_Frequently,562,Cardiology,8,2,Technical Degree,1,2,Male,50,3,2,Nurse,3,Married,6796.0,23452,3,Y,Yes,14,3,1,80,1,18.0,4,3,4.0,3.0,1.0,3.0
1180968,38,No,Travel_Rarely,827,Maternity,1,4,Life Sciences,1,2,Female,33,4,2,Nurse,4,Single,7625.0,19383,0,Y,No,13,3,3,80,0,10.0,4,2,9.0,7.0,1.0,8.0
1705991,27,No,Travel_Rarely,608,Neurology,1,2,Life Sciences,1,3,Female,68,3,3,Therapist,1,Married,7412.0,6009,1,Y,No,11,3,4,80,0,9.0,3,3,9.0,7.0,0.0,7.0
1533978,32,No,Travel_Rarely,1018,Maternity,3,2,Life Sciences,1,3,Female,39,3,3,Administrative,4,Single,11159.0,19373,3,Y,No,15,3,4,80,0,10.0,6,3,7.0,7.0,7.0,7.0
1838364,47,No,Travel_Rarely,703,Cardiology,14,4,Marketing,1,4,Male,42,3,2,Nurse,1,Single,4960.0,11825,2,Y,No,12,3,4,80,0,20.0,2,3,7.0,7.0,1.0,7.0
1886378,40,No,Travel_Frequently,580,Cardiology,5,4,Life Sciences,1,4,Male,48,2,3,Nurse,1,Married,10475.0,23772,5,Y,Yes,21,4,3,80,1,20.0,2,3,18.0,13.0,1.0,12.0
1217160,53,No,Travel_Rarely,970,Maternity,7,3,Life Sciences,1,3,Male,59,4,4,Administrative,3,Married,14814.0,13514,3,Y,No,19,3,3,80,0,10.0,3,3,5.0,1.0,1.0,3.0
1494989,41,No,Travel_Rarely,427,Neurology,10,4,Human Resources,1,2,Male,73,2,5,Administrative,4,Divorced,4899.0,8861,3,Y,No,15,3,2,80,3,23.0,2,2,5.0,6.0,1.0,6.0
1180556,60,No,Travel_Rarely,1179,Cardiology,16,4,Marketing,1,1,Male,84,3,2,Nurse,1,Single,5405.0,11924,8,Y,No,14,3,4,80,0,10.0,1,3,2.0,2.0,2.0,2.0
1271756,27,No,Travel_Frequently,294,Maternity,10,2,Life Sciences,1,4,Male,32,3,3,Therapist,1,Divorced,8793.0,4809,1,Y,No,21,4,3,80,2,9.0,4,2,9.0,7.0,1.0,7.0
1786662,41,No,Travel_Rarely,314,Neurology,1,3,Human Resources,1,4,Male,59,2,5,Administrative,3,Married,4899.0,19562,1,Y,No,12,3,2,80,1,22.0,3,3,5.0,7.0,2.0,10.0
1713058,50,No,Travel_Rarely,316,Cardiology,8,4,Marketing,1,4,Male,54,3,1,Other,2,Married,3875.0,9983,7,Y,No,15,3,4,80,1,4.0,2,3,2.0,2.0,2.0,2.0
1879624,28,Yes,Travel_Rarely,654,Maternity,1,2,Life Sciences,1,1,Female,67,1,1,Other,2,Single,2216.0,3872,7,Y,Yes,13,3,4,80,0,10.0,4,3,7.0,7.0,3.0,7.0
1530315,36,No,Non-Travel,427,Maternity,8,3,Life Sciences,1,1,Female,63,4,3,Administrative,1,Married,11713.0,20335,9,Y,No,14,3,1,80,1,10.0,2,3,8.0,7.0,0.0,5.0
1589247,38,No,Travel_Rarely,168,Neurology,1,3,Life Sciences,1,3,Female,81,3,3,Therapist,3,Single,7861.0,15397,4,Y,Yes,14,3,4,80,0,10.0,4,4,1.0,0.0,0.0,0.0
1347933,44,No,Non-Travel,381,Maternity,24,3,Medical,1,1,Male,49,1,1,Nurse,3,Single,3708.0,2104,2,Y,No,14,3,3,80,0,9.0,5,3,5.0,2.0,1.0,4.0
1031434,47,No,Travel_Frequently,217,Cardiology,3,3,Medical,1,4,Female,49,3,4,Nurse,3,Divorced,13770.0,10225,9,Y,Yes,12,3,4,80,2,28.0,2,2,5.0,2.0,1.0,13.0
1699255,30,No,Travel_Rarely,501,Cardiology,27,5,Marketing,1,3,Male,99,3,2,Nurse,4,Divorced,5304.0,25275,7,Y,No,23,4,4,80,1,10.0,2,2,8.0,7.0,7.0,7.0
1670081,29,No,Travel_Rarely,1396,Cardiology,10,3,Life Sciences,1,3,Male,99,3,1,Other,3,Single,2642.0,2755,1,Y,No,11,3,3,80,0,1.0,6,3,1.0,0.0,0.0,0.0
1542367,42,Yes,Travel_Frequently,933,Maternity,19,3,Medical,1,3,Male,57,4,1,Other,3,Divorced,2759.0,20366,6,Y,Yes,12,3,4,80,0,7.0,2,3,2.0,2.0,2.0,2.0
1259211,43,No,Travel_Frequently,775,Cardiology,15,3,Life Sciences,1,4,Male,47,2,2,Nurse,4,Married,6804.0,23683,3,Y,No,18,3,3,80,1,7.0,5,3,2.0,2.0,2.0,2.0
1758544,34,No,Travel_Rarely,970,Maternity,8,2,Medical,1,2,Female,96,3,2,Nurse,3,Single,6142.0,7360,3,Y,No,11,3,4,80,0,10.0,2,3,5.0,1.0,4.0,3.0
1545288,23,No,Travel_Rarely,650,Maternity,9,1,Medical,1,2,Male,37,3,1,Nurse,1,Married,2500.0,4344,1,Y,No,14,3,4,80,1,5.0,2,4,4.0,3.0,0.0,2.0
1121259,39,No,Travel_Rarely,141,Neurology,3,3,Human Resources,1,3,Female,44,4,2,Other,2,Married,6389.0,18767,9,Y,No,15,3,3,80,1,12.0,3,1,8.0,3.0,3.0,6.0
1126307,56,No,Travel_Rarely,832,Maternity,9,3,Medical,1,3,Male,81,3,4,Nurse,4,Married,11103.0,20420,7,Y,No,11,3,3,80,0,10.0,1,2,10.0,7.0,1.0,1.0
1400061,40,No,Travel_Rarely,804,Maternity,2,1,Medical,1,4,Female,86,2,1,Other,4,Single,2342.0,22929,0,Y,Yes,20,4,4,80,0,5.0,2,2,4.0,2.0,2.0,3.0
1855799,27,No,Travel_Rarely,975,Maternity,7,3,Medical,1,4,Female,55,2,2,Nurse,1,Single,6811.0,23398,8,Y,No,19,3,1,80,0,9.0,2,1,7.0,6.0,0.0,7.0
1639147,29,No,Travel_Rarely,1090,Cardiology,10,3,Marketing,1,4,Male,83,3,1,Other,2,Divorced,2297.0,17967,1,Y,No,14,3,4,80,2,2.0,2,3,2.0,2.0,2.0,2.0
1446990,53,No,Travel_Rarely,346,Maternity,6,3,Life Sciences,1,4,Male,86,3,2,Nurse,4,Single,2450.0,10919,2,Y,No,17,3,4,80,0,19.0,4,3,2.0,2.0,2.0,2.0
1446447,35,No,Non-Travel,1225,Maternity,2,4,Life Sciences,1,4,Female,61,3,2,Nurse,1,Divorced,5093.0,4761,2,Y,No,11,3,1,80,1,16.0,2,4,1.0,0.0,0.0,0.0
1729159,32,No,Travel_Frequently,430,Maternity,24,4,Life Sciences,1,1,Male,80,3,2,Nurse,4,Married,5309.0,21146,1,Y,No,15,3,4,80,2,10.0,2,3,10.0,8.0,4.0,7.0
1808474,38,No,Travel_Rarely,268,Maternity,2,5,Medical,1,4,Male,92,3,1,Other,3,Married,3057.0,20471,6,Y,Yes,13,3,2,80,1,6.0,0,1,1.0,0.0,0.0,1.0
